Arquivo,Modelo,Referencia,Hipotese,WER,CER,RTF,BERTScore
9768_alip_.wav,Whisper,se envolvendo com outra pessoa que era era do do serviço dele né que eles trabalhavam junto acabou terminando com a silvia pra ficar com essa outra pessoa aí ele ele,"se enforcendo com a pessoa que era do serviço dele, que eles trabalhavam junto, acabou terminando com a fila, para ficar com a sua outra pessoa. Aí ele...",0.3225806451612903,0.18787878787878787,0.07551179733127356,0.8465871
9768_alip_.wav,Wav2Vec2,se envolvendo com outra pessoa que era era do do serviço dele né que eles trabalhavam junto acabou terminando com a silvia pra ficar com essa outra pessoa aí ele ele,se envolveeno quantoé pessoa que era do do ser viço dele e nequeles trabalhavam junto acabou terminando e cum a fiodo par ficar da poutra pensou aí ele ele,0.5483870967741935,0.24848484848484848,0.12977358419448137,0.8135318
9745_alip_.wav,Vosk,aí quando ele se deu por conta que ela estava lavada de sangue que começou a sair muito sangue da cabeça dela porque o quadro era de vidro e acabou cortando a cabeça,aí quando ele deu interessada lavada sangue que como eu foi muito sangue acabei cedendo porque o quadro era de fibra acabou com a cabeça,0.48484848484848486,0.3090909090909091,0.2743759709927771,0.803848
9745_alip_.wav,Whisper,aí quando ele se deu por conta que ela estava lavada de sangue que começou a sair muito sangue da cabeça dela porque o quadro era de vidro e acabou cortando a cabeça,"Aí quando ele se deu para o quão ficar estava lavado de sangue, que começou a sair muito sangue da cabeça dela, porque o quadro era de vidro e acabou cortando a cabeça.",0.15151515151515152,0.09696969696969697,0.0749900523159239,0.91165507
9745_alip_.wav,Wav2Vec2,aí quando ele se deu por conta que ela estava lavada de sangue que começou a sair muito sangue da cabeça dela porque o quadro era de vidro e acabou cortando a cabeça,aí quando ele sedeu pol o ponto que ela estava lavada de sangue que começo fez muito sangue da cabeça dela porque o quadro era de vidro e acabou cortando a cabeça,0.21212121212121213,0.07878787878787878,0.13046028713385266,0.9264975
9878_alip_.wav,Vosk,aí depois eu pego espero esfriar um pouco aí eu bato gelatina com o creme de leite e o leite condensado bato bastante no li no liquidificador uns três quatro minutos,depois de ter um pouco eu bato ser a sua confiança e leite condensado bastante comum que os cabelos três,0.6774193548387096,0.5454545454545454,0.39808147809874844,0.7261322
9878_alip_.wav,Whisper,aí depois eu pego espero esfriar um pouco aí eu bato gelatina com o creme de leite e o leite condensado bato bastante no li no liquidificador uns três quatro minutos,"Depois eu pego, espero se enfiar um pouco. Eu bato de latina, concreme de lente e lente condensado. Bato bastante, não desfica de fuma, no microchicador. 3, 4 minutos.",0.6129032258064516,0.37575757575757573,0.09063018459669302,0.75992113
9878_alip_.wav,Wav2Vec2,aí depois eu pego espero esfriar um pouco aí eu bato gelatina com o creme de leite e o leite condensado bato bastante no li no liquidificador uns três quatro minutos,ainda depois de u pego espero o fri a um pouco a e o bato de latina com kreme de lere e leze com dem fat bato bastãnte noificate cúnico e focador ons  três e quatro minu,0.8387096774193549,0.3212121212121212,0.12878863744332758,0.7094261
9658_alip_.wav,Vosk,apesar dele tá perto da minha casa eu não sabia que ele estava perto da minha casa porque essa outra mulher que era colega da minha mãe não esperava que ele fosse,apesar de a pena minha casa eu não sabia que era minha cabeça sou mulher colega da minha mãe esperava que fosse,0.5,0.35185185185185186,0.35608813075200185,0.8241355
9658_alip_.wav,Whisper,apesar dele tá perto da minha casa eu não sabia que ele estava perto da minha casa porque essa outra mulher que era colega da minha mãe não esperava que ele fosse,"Apesar dele estar perdendo a minha casa, eu não sabia que ele estava perdendo a minha casa que a outra mulher que era a colega da minha mãe, não esperava, que ele fosse...",0.25,0.1728395061728395,0.12683879378383145,0.8714544
9658_alip_.wav,Wav2Vec2,apesar dele tá perto da minha casa eu não sabia que ele estava perto da minha casa porque essa outra mulher que era colega da minha mãe não esperava que ele fosse,apesar dele taperda minha casa eu não sabia que ritava perda minha casa que essa outra mulher que era colega da minha mãe ne esperava que ele fossem,0.3125,0.12345679012345678,0.13356823131350654,0.88881373
62872_alip_.wav,Vosk,só que ela se mandou embora ela quando ela percebeu que eu percebi ela ela ela ela ligou pra uns pessoal aqui da maloca dela e foi embora foi dormir pra lá,embora ela percebeu,0.90625,0.8774193548387097,0.2907073398015489,0.725264
62872_alip_.wav,Whisper,só que ela se mandou embora ela quando ela percebeu que eu percebi ela ela ela ela ligou pra uns pessoal aqui da maloca dela e foi embora foi dormir pra lá,"Só que ela se mandou embora, ela quando ela percebeu, que percebeu, ela ligou com o pessoal, a vida é maluca, ela foi embora, foi domicá-la.",0.46875,0.27741935483870966,0.09231071093092404,0.79766136
62872_alip_.wav,Wav2Vec2,só que ela se mandou embora ela quando ela percebeu que eu percebi ela ela ela ela ligou pra uns pessoal aqui da maloca dela e foi embora foi dormir pra lá,toqua elas primaboa embora ela quando ela percebeu o que o perfebia ela melarae ela licopo  pessoal aqui da maloca delico embora foi domitarlá,0.59375,0.27741935483870966,0.13146368030723668,0.77285504
3594_alip_.wav,Vosk,você pode assim escolher três ovos se você quer ele um pouquinho mais mole ou dois ovos se você quer ele um pouquinho mais duro assim parecendo um pudim,você ou aulas segurança,0.9310344827586207,0.875,0.36030701146675986,0.65794075
3594_alip_.wav,Whisper,você pode assim escolher três ovos se você quer ele um pouquinho mais mole ou dois ovos se você quer ele um pouquinho mais duro assim parecendo um pudim,"Você pode escolher 3 aulas se você quer, ele é um pouquinho mais mole ou 2 aulas se você quer, é um pouquinho mais dura, se aparecendo um pude.",0.3793103448275862,0.25,0.09076532263022202,0.8442005
3594_alip_.wav,Wav2Vec2,você pode assim escolher três ovos se você quer ele um pouquinho mais mole ou dois ovos se você quer ele um pouquinho mais duro assim parecendo um pudim,você pode tente colher três auas você quer ere e um poquinho mais mole ou doisawasse você quer um poquinho mais  duracem parecer não pudi,0.5862068965517241,0.2565789473684211,0.13140654907776758,0.79688644
62551_alip_.wav,Vosk,eu falei ela falou ah dona isaura nós estamos assistindo nós vimos também eu falei ah vocês assistem também esse programa ela falou nós assiste todo dia,nada prata problema mais fácil,1.0,0.8552631578947368,0.39495312250577486,0.605517
62551_alip_.wav,Whisper,eu falei ela falou ah dona isaura nós estamos assistindo nós vimos também eu falei ah vocês assistem também esse programa ela falou nós assiste todo dia,"Eu falei, ela falou, nós estamos assistindo um azimbo também. Eu falei, a tua ex-afície da minha escrobeira, ela falou, mas assistou pro dia.",0.5185185185185185,0.4144736842105263,0.1133875052134196,0.7137755
62551_alip_.wav,Wav2Vec2,eu falei ela falou ah dona isaura nós estamos assistindo nós vimos também eu falei ah vocês assistem também esse programa ela falou nós assiste todo dia,eu feilevearo polásgonas ale nã estava assistindo mas vimo também eu poriatees asithe da manha de problema marapolomais acitóclia,0.8518518518518519,0.506578947368421,0.12848951877691808,0.6606038
9661_alip_.wav,Vosk,aí eu isso foi um fato que eu acho que marcou muito a minha vida porque eu não esperava que de uma hora pra outra meu pai fosse embora fosse deixa,e muito a minha vida por ser encerradas que demora a outra,0.8064516129032258,0.6643835616438356,0.3846165981698544,0.6892563
9661_alip_.wav,Whisper,aí eu isso foi um fato que eu acho que marcou muito a minha vida porque eu não esperava que de uma hora pra outra meu pai fosse embora fosse deixa,"Aí foi um fato que eu acho que mais como muito na vida porque eu não esperava que do maior apalô, não faz por si embora, por que deixar.",0.5483870967741935,0.3287671232876712,0.10040925538286251,0.7759046
9661_alip_.wav,Wav2Vec2,aí eu isso foi um fato que eu acho que marcou muito a minha vida porque eu não esperava que de uma hora pra outra meu pai fosse embora fosse deixa,aio isso é um fato que u acho ue mais como muito minha vida por que eu não esperava e do umo hora apaa outro meu pai fosse m embora o porsei deixa,0.5806451612903226,0.21232876712328766,0.11335440138553052,0.7939895
9699_alip_.wav,Vosk,aí meu pai pegou e começou a fazer pressão meu pai começou a fazer pressão falar assim que é queria saber quem era o pai aí eu acabei falando né,meu pai futebol e começou a fazer pressão meu pai que fazer questão é saber quem está falando,0.5333333333333333,0.4583333333333333,0.36247899797227645,0.775915
9699_alip_.wav,Whisper,aí meu pai pegou e começou a fazer pressão meu pai começou a fazer pressão falar assim que é queria saber quem era o pai aí eu acabei falando né,"aí meu pai pegou e começou a fazer pressão, meu pai começou a fazer pressão, falasse que queria saber quem era o pai, aí eu acabei falando.",0.13333333333333333,0.09027777777777778,0.08763236469692653,0.8885492
9699_alip_.wav,Wav2Vec2,aí meu pai pegou e começou a fazer pressão meu pai começou a fazer pressão falar assim que é queria saber quem era o pai aí eu acabei falando né,a meu pade pegou e começou a fazer previsão meu pai comas sofa depressão fala sim fli e queria saber quenhar o pai aeu acabei falandoné,0.5666666666666667,0.2013888888888889,0.13015429178873697,0.79551715
64744_alip_.wav,Vosk,leonice eu gostaria que você me contasse alguma história alguma coisa que aconteceu com você na sua infância ou na adolescência ou agora mesmo,gostaria de contar uma história alguma coisa aconteceu com você infância adolescência em seu amor,0.625,0.3873239436619718,0.30747512747958244,0.7605938
64744_alip_.wav,Whisper,leonice eu gostaria que você me contasse alguma história alguma coisa que aconteceu com você na sua infância ou na adolescência ou agora mesmo,"Leonid, se eu gostaria que você me contasse alguma história, alguma coisa que aconteceu com você, na sua infância, na adolescência, agora mesmo.",0.16666666666666666,0.09154929577464789,0.07054954196301456,0.8594336
64744_alip_.wav,Wav2Vec2,leonice eu gostaria que você me contasse alguma história alguma coisa que aconteceu com você na sua infância ou na adolescência ou agora mesmo,leonite eu gostaria que você me contasse alguma história alguma coisa que aconteceu com você nasua infância o na adolescente ou agora mesmo,0.20833333333333334,0.04929577464788732,0.13116557022620892,0.9241275
3230_alip_.wav,Vosk,aí teve que ficar esperando lá a gente tava cansada que nós ficamos o dia inteiro no parque eh só que aí foi legal assim porque tava à noite,sou professora lá estava cansada quando somos inteira não faz amigas uma noite,0.896551724137931,0.5928571428571429,0.3420624374783655,0.70674103
3230_alip_.wav,Whisper,aí teve que ficar esperando lá a gente tava cansada que nós ficamos o dia inteiro no parque eh só que aí foi legal assim porque tava à noite,"A gente teve que esperar um do lado, a gente estava cansada quando eu fomos de inteiro no parque. Só que a gente foi negá-lo, porque estava noite.",0.6551724137931034,0.42142857142857143,0.09060650364334036,0.7528153
3230_alip_.wav,Wav2Vec2,aí teve que ficar esperando lá a gente tava cansada que nós ficamos o dia inteiro no parque eh só que aí foi legal assim porque tava à noite,asjusicas perondo laje estava cansado quanda somo dindieiro no parque e sua caífa a elegal te e e perguitava à noite,0.8620689655172413,0.42142857142857143,0.12833725118860953,0.68285954
9826_alip_.wav,Vosk,vários bancos é um postinho simples apesar da cidade se uma cidadezinha pequena um município praticamente é é um um um há um postinho assim,vários anos é um poço uma cidadezinha pequeno município tragicamente é um a um post,0.64,0.43884892086330934,0.2889707027112736,0.7733242
9826_alip_.wav,Whisper,vários bancos é um postinho simples apesar da cidade se uma cidadezinha pequena um município praticamente é é um um um há um postinho assim,"vários bancos é um postinho, a pesada cidade se uma cidade pequena, município praticamente é um postinho assim",0.4,0.23741007194244604,0.06485184764160828,0.8425102
9826_alip_.wav,Wav2Vec2,vários bancos é um postinho simples apesar da cidade se uma cidadezinha pequena um município praticamente é é um um um há um postinho assim,vários bancos é um postiho sinplos apesar da cidade se uma cidaded zinha pequena municípia praticamente é é um um um amportin ofim,0.4,0.14388489208633093,0.13262533089693854,0.7993878
242745_nurc_.wav,Vosk,enquanto o japonês a gente tinha um preço até na nos próprios hotéis do japão as mercadorias tinham até preços inferiores ao do comércio,o,0.9583333333333334,0.9926470588235294,0.17247617478304975,0.57163054
242745_nurc_.wav,Whisper,enquanto o japonês a gente tinha um preço até na nos próprios hotéis do japão as mercadorias tinham até preços inferiores ao do comércio,"e quanto já comisem, tinha um preço até, na nos próprios outros japões, as mercadorias e até preços inferior do Oco-Mestre.",0.5,0.33088235294117646,0.07161099342028313,0.77028644
242745_nurc_.wav,Wav2Vec2,enquanto o japonês a gente tinha um preço até na nos próprios hotéis do japão as mercadorias tinham até preços inferiores ao do comércio,enquanto japonesas tinham um preço até nanus prootais japão as mercadorias tium até pretos inferiores a lo funez,0.625,0.27941176470588236,0.13427501877564743,0.7694752
243216_nurc_.wav,Vosk,se você viaja você vai comprar num lugar estranho um objeto que na sua cidade tem a vontade que você nunca teve a oportunidade de ver,o modo imediato o,1.0,0.9022556390977443,0.24354853278690902,0.62645656
243216_nurc_.wav,Whisper,se você viaja você vai comprar num lugar estranho um objeto que na sua cidade tem a vontade que você nunca teve a oportunidade de ver,"você viaja, você vai entrar num lugar estranho, um objeto na sua cidade sem arrondada, porque eu nunca tenho a própria cidade de ouvir.",0.46153846153846156,0.3082706766917293,0.08001310637846631,0.7987304
243216_nurc_.wav,Wav2Vec2,se você viaja você vai comprar num lugar estranho um objeto que na sua cidade tem a vontade que você nunca teve a oportunidade de ver,se você viaja você vai comprar um nuugastranho um objeto e nececidade tem avontade do que nunca chega a o poperitar de ver,0.5,0.2556390977443609,0.12960198359807737,0.7588698
243384_nurc_.wav,Vosk,se você precisava de um pneumático seu carro tava precisando de um pneumático ia na rua tirava pneumático velho e botava um novo,o o o,1.0,0.9609375,0.19535126192121122,0.6008027
243384_nurc_.wav,Whisper,se você precisava de um pneumático seu carro tava precisando de um pneumático ia na rua tirava pneumático velho e botava um novo,"2-3,5 milho de animais, 2-4,5 milho de animais, 2-3,5 milho de animais, 2-3,5 milho de animais.",0.9130434782608695,0.75,0.2833437033917961,0.6103703
243384_nurc_.wav,Wav2Vec2,se você precisava de um pneumático seu carro tava precisando de um pneumático ia na rua tirava pneumático velho e botava um novo,se você pegara de m vinemátia que o padarpa ampeamátia na rua tiráz do lemátio velho salandol,0.782608695652174,0.484375,0.12151894703331904,0.65249765
242768_nurc_.wav,Vosk,se eles vão se a gente vai comprar um objeto pequeno assim pra embrulhar essas coisa toda você não deixa ele dar as costas,o eu não deixei,0.9583333333333334,0.8852459016393442,0.26869464314966973,0.667028
242768_nurc_.wav,Whisper,se eles vão se a gente vai comprar um objeto pequeno assim pra embrulhar essas coisa toda você não deixa ele dar as costas,"se eles vão se a gente vai comprar um obidio, pequeno, sempre em tuta, tudo. Se não deixe das contas.",0.5416666666666666,0.3524590163934426,0.09734130372999947,0.7773034
242768_nurc_.wav,Wav2Vec2,se eles vão se a gente vai comprar um objeto pequeno assim pra embrulhar essas coisa toda você não deixa ele dar as costas,se eres bons se a gente vai comprar uma objetapequeno sempemburgasa later cê não deixe ele das corta,0.6666666666666666,0.319672131147541,0.13290272011585905,0.7441352
243317_nurc_.wav,Vosk,os os professores de trânsito essa rua tal não devia ser contra mão devia ser mão dupla devia ser mão pra cá mão pra lá,o encontrar o amor pra lá,0.92,0.7899159663865546,0.3274270443229494,0.66429764
243317_nurc_.wav,Whisper,os os professores de trânsito essa rua tal não devia ser contra mão devia ser mão dupla devia ser mão pra cá mão pra lá,"os escopetor de trás, dessa rua tal não podia ser contra a mão, podia ser um todo do cem, mas placar, mas lá...",0.64,0.453781512605042,0.12322571889725334,0.7032496
243317_nurc_.wav,Wav2Vec2,os os professores de trânsito essa rua tal não devia ser contra mão devia ser mão dupla devia ser mão pra cá mão pra lá,os os professores de trã dessa rua tal não de via se encontrar mão ligua ateima o torro de se emão paracar mão para lá,0.64,0.31092436974789917,0.12318372589224694,0.7566356
243354_nurc_.wav,Vosk,tem aperfeiçoamento na direção tem aperfeiçoamento no freio tem aperfeiçoamento em outras em outras pequenas coisas,o,1.0,0.991304347826087,0.23625868234335573,0.58530164
243354_nurc_.wav,Whisper,tem aperfeiçoamento na direção tem aperfeiçoamento no freio tem aperfeiçoamento em outras em outras pequenas coisas,"e tem um perquisamento na direção, tem perquisamento no treito, tem dos pensamentos e outras pequenas coisas.",0.5625,0.3217391304347826,0.09703452683274433,0.7689317
243354_nurc_.wav,Wav2Vec2,tem aperfeiçoamento na direção tem aperfeiçoamento no freio tem aperfeiçoamento em outras em outras pequenas coisas,utem alprevistamento na direção sem a previstamento não freite a esmenciamento e outras riousas pequenas coisa,0.8125,0.26956521739130435,0.12235349947786214,0.6601531
243290_nurc_.wav,Vosk,porque se se o tráfego é intenso nós somos obrigados a ir primeira e segunda primeira e segunda primeira e segunda,obrigada e o google,0.9523809523809523,0.868421052631579,0.24122339096321016,0.6187075
243290_nurc_.wav,Whisper,porque se se o tráfego é intenso nós somos obrigados a ir primeira e segunda primeira e segunda primeira e segunda,"então, aqui, um pedaço do seu v�mente! Vamos наблюдar pra retorralar o KneeLongadaLast, obrigada pra lembrar a benef inheritance pro알hou! Agora, saving aqui, aquiclockwise! Tesando,",1.1904761904761905,1.1491228070175439,0.6696386540661081,0.58882225
243290_nurc_.wav,Wav2Vec2,porque se se o tráfego é intenso nós somos obrigados a ir primeira e segunda primeira e segunda primeira e segunda,orqueesie se le tras gue e a intensa no ação des obrigado a i mele segunda podeirem seguma primeira bigunda,0.9047619047619048,0.37719298245614036,0.11883334079340634,0.6090885
243030_nurc_.wav,Vosk,eu tô falando como uma coisa que a primeira vez na minha vida que eu tô fazendo essa uma entrevista dessa natureza,o,1.0,0.9912280701754386,0.2530012027910877,0.5506473
243030_nurc_.wav,Whisper,eu tô falando como uma coisa que a primeira vez na minha vida que eu tô fazendo essa uma entrevista dessa natureza,Vou falar com coisas wat ac Lokmyaprising pregnant que é uma incisca do gango,0.9090909090909091,0.6491228070175439,0.7520351184673267,0.66576535
243030_nurc_.wav,Wav2Vec2,eu tô falando como uma coisa que a primeira vez na minha vida que eu tô fazendo essa uma entrevista dessa natureza,estou falando como coisas da primeirageira es minha vida iriaindem parantesar um entervista dessa natureza,0.7272727272727273,0.3508771929824561,0.12200351612587895,0.72876835
242526_nurc_.wav,Vosk,eu tive a oportunidade de assistir lá na disneylândia o que eles chamam de cinema trezentos e sessenta graus,e e,0.9473684210526315,0.9722222222222222,0.10613351244889625,0.5296845
